"","Acid resistance","Aminoglycosides","Arsenic resistance","betalactams","Biocide and metal resistance","Cationic antimicrobial peptides","Copper resistance","Drug and biocide and metal resistance","Drug and biocide resistance","Glycopeptides","Mercury resistance","Metronidazole","MLS","Multi-metal resistance","Nucleosides","Sulfonamides","Tetracyclines","Zinc resistance","Prevotella","Bacteroides","Methanobrevibacter","Fibrobacter","Olsenella","Streptomyces","Pseudomonas","Clostridium","Butyrivibrio","Ruminococcus"
"wallaceERR2530127",0,0,0,0,0,0,0,0,0,0,0.00298079046147052,0.0120703613748436,0.00401118716420107,0.000441598586884521,0,0,0.9804960624126,0,0.730651839505373,0.136991616131107,0.00238942949117092,0.00113872863179441,0.0403480146415049,0.018661349294265,0.0333177288396247,0.0158190727129465,0.0116707289309379,0.00901149182127575
"wallaceERR983266",0,0.00511585916340656,0,0.00902798675895274,0,0,0,0,0,0,0,0.00797472163707492,0.0236232320192597,0,0,0,0.954258200421306,0,0.428035904421431,0.0904510656522695,0.0811014020331563,0.188707000648374,0.0179159255976635,0.0196177571038527,0.0273911000339058,0.0789468988121085,0.0313747300922593,0.03645821560498
"shiSRR873595",0,0.0275,0,0.185,0,0,0,0,0,0,0,0.380714285714286,0.261607142857143,0.00464285714285714,0,0,0.140535714285714,0,0.357622755808438,0.0632162881718715,0.0194667582959912,0.347956121042526,0.0483708720453692,0.0209346049844987,0.0216502530812774,0.0343857168434922,0.0428755845872038,0.0435210451393315
"shiSRR873610",0,0.111923920994879,0,0,0,0,0,0,0,0,0,0.888076079005121,0,0,0,0,0,0,0.546870233900987,0.0917097475546411,0.0333648181236314,0.125920572785685,0.0136966958944996,0.0240968551989482,0.0245806590842572,0.0326639088690196,0.050151881718829,0.0569446268695021
"hessSRR094405",0,0.0104605776736924,0,0,0,0,0,0,0,0,0,0.00374707259953162,0.0843091334894613,0,0,0,0.901483216237315,0,0.153863957511085,0.0941788887264696,0.0434431288473096,0.403425425132778,0.0302749760431385,0.112540401825594,0.0768649807533012,0.0220565544348616,0.0378396595689389,0.0255120271565237
"wallaceERR983262",0,0.027237133291721,0,0,0,0,0,0,0,0,0,0.0200022697611077,0.0386710548714748,0,0.00907904443057368,0,0.905010497645123,0,0.637574160681385,0.122586935006033,0.0599324621291418,0.00134045465854576,0.0387942703509624,0.0163375446772552,0.0301015917762066,0.0453863918095261,0.018483039357634,0.0294631495533096
"wallaceERR2027889",0,0.00760637033515569,0,0.00142619443784169,0,0,0,0,0,0,0,0.015450439743285,0.019134775374376,0,0,0,0.956382220109342,0,0.374777445613919,0.102680589945096,0.158832476240163,0.0702959938830323,0.0229032961512237,0.0617990399452343,0.0506466153790947,0.095833781892561,0.0307372105412799,0.031493550408396
"stewartERR2027892",0,0.00372832471597903,0,0,0,0,0,0,0,0.00302486722239809,0,0.00689388343709331,0.0283141641166332,7.03457493580949e-05,0.000246210122753333,0.00102001336569238,0.956702191270093,0,0.450650453058323,0.118105355842855,0.100545856868675,0.0230048312792963,0.0451251269685521,0.0549125679443612,0.0971095770976069,0.0533685152520524,0.0224063166315135,0.034771399056764
"stewartERR2027912",0,0.00806661462399168,0,0.00442362737444704,0,0,0,0,0,0,0,0.0187353629976581,0.0121259432734843,0,0,0,0.956648451730419,0,0.371251098926664,0.0926322732211265,0.272428919749987,0.0230282786380085,0.0248951274999817,0.0606027954571984,0.0456031097277764,0.0507587797812188,0.0349448475542811,0.0238547694437574
"stewartERR2027906",0,0.0139889974177613,0,0.00238015044347143,0,0,0,0,0,0.00267205568653868,0,0.00936342202761873,0.0335915572022005,0,0.0021331536993376,0.0416975412596834,0.894173122263388,0,0.506643798717216,0.128962568132754,0.0582002866442991,0.00385632755952795,0.171983060932634,0.0330438481332544,0.0447711654287897,0.0225171372788496,0.0106271849199765,0.0193946222526989
"shiSRR873451",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516523615249004,0.0775446077881271,0.00613232648303471,0.137708257161923,0.0288479986678299,0.0125397750514949,0.0166943598765812,0.0128510974113184,0.0407699557029309,0.150388006607757
"hessSRR094419",0,0.0127739538026266,0,0,0,0,0,0,0,0,0,0,0.0800219585321566,0,0,0,0.907204087665217,0,0.118442671924478,0.0696684989344965,0.0579728545537831,0.55314572504033,0.00723447053434507,0.0189799048017367,0.0201897990480174,0.016370914739798,0.119224373145326,0.0187707872776882
"shiSRR873609",0,0.0552818828680898,0,0,0,0,0,0,0.0054734537493158,0,0,0.917898193760263,0,0,0,0,0.0213464696223317,0,0.519248899873773,0.119317217802732,0.0461537096244349,0.0375557583801521,0.0422461106010413,0.0522317791781633,0.0477440342895237,0.034937355677999,0.0477753203512222,0.052789814220959
"shiSRR873596",0,0.0188151538265955,0,0,0,0,0,0,0,0,0,0.366641240783117,0.0434782608695652,0,0,0,0.571065344520722,0,0.420728376395834,0.0718956824079247,0.011146653440819,0.324954880571685,0.0173891221888266,0.0157897173519726,0.0182923117391253,0.0434490562966792,0.0251238241154494,0.0512303754916839
"stewartERR2027896",0,0.00509330406147091,0,0.00158068057080132,0,0,0,0,0,0,0,0.018748627881449,0.0144456641053787,0,0,0,0.9601317233809,0,0.32879697665251,0.104343510812761,0.120915757713425,0.137689833241931,0.022512962953864,0.0644989868883203,0.0572444949729931,0.0780577887519469,0.0417418642086409,0.0441978238036079
"stewartERR2027922",0,0.00946940053216465,0,0.00328689935827203,0,0,0,0,0,0,0,0.0305212083268117,0.0197213961496322,0,0,0,0.937001095633119,0,0.39932675541414,0.103846016519135,0.18441645404617,0.0431703018479399,0.0284393450644827,0.0725432455165317,0.0547170727966926,0.0517570676926301,0.0339074818416534,0.0278762592606251
"stewartERR2027918",0,0.00292326431181485,0,0.00475030450669914,0,0,0,0,0,0,0,0.0183313032886723,0.00761266747868453,0,0,0,0.966382460414129,0,0.463664859838743,0.0957765428887152,0.247258093752299,0.065653685162952,0.0175674640524165,0.0323932114640919,0.0289222664554193,0.0260656479969541,0.0116047043762045,0.0110935240122047
"stewartERR2027889",0,0.00760637033515569,0,0.00142619443784169,0,0,0,0,0,0,0,0.015450439743285,0.019134775374376,0,0,0,0.956382220109342,0,0.374777445613919,0.102680589945096,0.158832476240163,0.0702959938830323,0.0229032961512237,0.0617990399452343,0.0506466153790947,0.095833781892561,0.0307372105412799,0.031493550408396
"shiSRR873462",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.552779371092496,0.101829586869027,0.0423164860939574,0.0301511953588473,0.0174346798662361,0.0207372351524816,0.0226337678688693,0.0287451727889895,0.0571596107234785,0.126212894185617
"shiSRR873459",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69870125804213,0.112878104014151,0.0273732435154216,0.0177161656587371,0.012765657693572,0.0178961841301977,0.0209851967419265,0.0139957839152191,0.0308731678554843,0.0468152384331609
"shiSRR873599",0,0,0,0,0,0,0,0,0,0,0,0.769925611052072,0,0,0,0,0.230074388947928,0,0.504806243382002,0.133031441843716,0.0191143045453256,0.0960023460226218,0.0368170801527099,0.0303205045653286,0.0320414005872248,0.0480982580755396,0.073972026982989,0.025796393842543
"stewartERR2027911",0,0.00903832248734634,0,0,0,0,0,0,0,0,0,0.0146679062080364,0.010226216299969,0,0,0.00671418241917157,0.959353372585477,0,0.363286996611011,0.0817195750215069,0.23587572872749,0.11281797891822,0.0365702410804789,0.0454448527812157,0.0395456763999774,0.0424629556794973,0.0243996896621393,0.0178763051184639
"hessSRR094415",0,0.00979776409998744,0,0,0,0,0,0,0,0,0,0.00288908428589373,0.0768747644768245,0,0,0,0.910438387137294,0,0.153928859421199,0.0932568766239586,0.0496192097482304,0.409124630409461,0.0284347280709615,0.103832989875459,0.0725992294597258,0.0233527461696981,0.0404587402562495,0.0253919899650569
"shiSRR873604",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.610924279606155,0.10944733578483,0.0380904952425401,0.0638632060913553,0.0218795165758333,0.0328050429451085,0.0335099345849266,0.0236301601878895,0.0350356903586161,0.0308143386227454
"shiSRR873597",0,0.633024514224809,0,0.0896941870951872,0,0,0,0,0.00327949495777649,0,0,0.264163318848898,0,0,0,0,0.00983848487332951,0,0.370645660377359,0.108887264150943,0.04653,0.160673773584906,0.131660094339623,0.0238849056603774,0.0271316981132076,0.0647929245283018,0.0334970754716981,0.0322966037735849
